year,age,industry,female,male
2006,25-29,Public Administration & Education,16200,18200
2005,25-29,Public Administration & Education,14800,18200
2004,25-29,Public Administration & Education,15200,21300
2003,25-29,Public Administration & Education,15900,20300
2002,25-29,Public Administration & Education,13500,16200
2001,25-29,Public Administration & Education,12800,15100
2000,25-29,Public Administration & Education,11700,14100
2021,30-34,Public Administration & Education,24500,21100
2020,30-34,Public Administration & Education,21100,17500
2019,30-34,Public Administration & Education,19400,16800
2018,30-34,Public Administration & Education,17300,15700
2017,30-34,Public Administration & Education,18100,17500
2016,30-34,Public Administration & Education,18500,15800
2015,30-34,Public Administration & Education,17600,16100
2014,30-34,Public Administration & Education,18600,18000
2013,30-34,Public Administration & Education,17700,18000
2012,30-34,Public Administration & Education,19000,16400
2011,30-34,Public Administration & Education,17300,15200
2010,30-34,Public Administration & Education,18200,15400
2009,30-34,Public Administration & Education,15500,14300
2008,30-34,Public Administration & Education,15700,14000
2007,30-34,Public Administration & Education,16500,14800
2006,30-34,Public Administration & Education,14700,15000
2005,30-34,Public Administration & Education,13300,12800
2004,30-34,Public Administration & Education,12700,11900
2003,30-34,Public Administration & Education,13700,11900
2002,30-34,Public Administration & Education,12500,12000
2001,30-34,Public Administration & Education,10200,9100
2000,30-34,Public Administration & Education,9300,8600
2021,35-39,Public Administration & Education,21500,19700
2020,35-39,Public Administration & Education,18900,16700
2019,35-39,Public Administration & Education,19600,15900
2018,35-39,Public Administration & Education,20000,15500
2017,35-39,Public Administration & Education,18100,17000
2016,35-39,Public Administration & Education,17700,16900
2015,35-39,Public Administration & Education,17500,15200
2014,35-39,Public Administration & Education,16000,14400
2013,35-39,Public Administration & Education,18700,15300
2012,35-39,Public Administration & Education,16200,13600
2011,35-39,Public Administration & Education,17500,13800
2010,35-39,Public Administration & Education,16900,14200
2009,35-39,Public Administration & Education,16200,12000
2008,35-39,Public Administration & Education,14000,12200
2007,35-39,Public Administration & Education,11600,10800
2006,35-39,Public Administration & Education,12900,10700
2005,35-39,Public Administration & Education,11200,9600
2004,35-39,Public Administration & Education,10400,10000
2003,35-39,Public Administration & Education,10800,11300
2002,35-39,Public Administration & Education,11000,9400
2001,35-39,Public Administration & Education,10300,8400
2000,35-39,Public Administration & Education,9200,8900
2021,40-44,Public Administration & Education,20700,19600
2020,40-44,Public Administration & Education,19500,15500
2019,40-44,Public Administration & Education,18100,15500
2018,40-44,Public Administration & Education,18500,16000
2017,40-44,Public Administration & Education,17900,15800
2016,40-44,Public Administration & Education,17900,13100
2015,40-44,Public Administration & Education,16600,13700
2014,40-44,Public Administration & Education,15900,12700
2013,40-44,Public Administration & Education,15700,13000
2012,40-44,Public Administration & Education,15700,11800
2011,40-44,Public Administration & Education,15500,10000
2010,40-44,Public Administration & Education,15400,8600
2009,40-44,Public Administration & Education,11800,9000
2008,40-44,Public Administration & Education,12900,9400
2007,40-44,Public Administration & Education,11600,8400
2006,40-44,Public Administration & Education,11200,8700
2005,40-44,Public Administration & Education,10900,9500
2004,40-44,Public Administration & Education,11200,10200
2003,40-44,Public Administration & Education,11500,10200
2002,40-44,Public Administration & Education,10700,9400
2001,40-44,Public Administration & Education,10600,8900
2000,40-44,Public Administration & Education,9500,8100
2021,45-49,Public Administration & Education,17200,15200
2020,45-49,Public Administration & Education,15300,13900
2019,45-49,Public Administration & Education,20300,12800
2018,45-49,Public Administration & Education,15800,12700
2017,45-49,Public Administration & Education,16100,10100
2016,45-49,Public Administration & Education,15100,10300
2015,45-49,Public Administration & Education,15100,9600
2014,45-49,Public Administration & Education,15600,10900
2013,45-49,Public Administration & Education,15000,10600
2012,45-49,Public Administration & Education,14200,10000
2011,45-49,Public Administration & Education,13300,9100
2010,45-49,Public Administration & Education,15100,9800
2009,45-49,Public Administration & Education,13300,9200
2008,45-49,Public Administration & Education,11800,8700
2007,45-49,Public Administration & Education,11000,9600
2006,45-49,Public Administration & Education,11800,8500
2005,45-49,Public Administration & Education,10400,7800
2004,45-49,Public Administration & Education,10200,8200
2003,45-49,Public Administration & Education,10400,8600
2002,45-49,Public Administration & Education,9000,7200
2001,45-49,Public Administration & Education,7900,6900
2000,45-49,Public Administration & Education,7300,6800
2021,50-54,Public Administration & Education,13800,9700
2020,50-54,Public Administration & Education,14100,9700
2019,50-54,Public Administration & Education,13000,9500
2018,50-54,Public Administration & Education,12800,10200
2017,50-54,Public Administration & Education,13500,8700
2016,50-54,Public Administration & Education,13400,9100
2015,50-54,Public Administration & Education,13100,10300
2014,50-54,Public Administration & Education,13100,9300
2013,50-54,Public Administration & Education,13800,8400
2012,50-54,Public Administration & Education,12200,8200
2011,50-54,Public Administration & Education,13700,7300
2010,50-54,Public Administration & Education,12400,6800
2009,50-54,Public Administration & Education,11200,7800
2008,50-54,Public Administration & Education,10000,6200
2007,50-54,Public Administration & Education,9600,7200
2006,50-54,Public Administration & Education,8100,6500
2005,50-54,Public Administration & Education,8300,6700
2004,50-54,Public Administration & Education,7200,6500
2003,50-54,Public Administration & Education,7000,5300
2002,50-54,Public Administration & Education,7200,6400
2001,50-54,Public Administration & Education,7700,6800
2000,50-54,Public Administration & Education,6200,6500
2021,55-59,Public Administration & Education,11400,8900
2020,55-59,Public Administration & Education,11000,7900
2019,55-59,Public Administration & Education,14200,9000
2018,55-59,Public Administration & Education,12100,8400
2017,55-59,Public Administration & Education,9900,7700
2016,55-59,Public Administration & Education,10000,7500
2015,55-59,Public Administration & Education,11600,6800
2014,55-59,Public Administration & Education,11300,7900
2013,55-59,Public Administration & Education,10900,8100
2012,55-59,Public Administration & Education,8900,6800
2011,55-59,Public Administration & Education,9300,6200
2010,55-59,Public Administration & Education,8600,6700
2009,55-59,Public Administration & Education,6100,5600
2008,55-59,Public Administration & Education,6600,6000
2007,55-59,Public Administration & Education,6700,5200
2006,55-59,Public Administration & Education,5700,5500
2005,55-59,Public Administration & Education,4700,4700
2004,55-59,Public Administration & Education,5300,4700
2003,55-59,Public Administration & Education,5000,4500
2002,55-59,Public Administration & Education,4600,4600
2001,55-59,Public Administration & Education,3500,2700
2000,55-59,Public Administration & Education,2800,3400
2021,60-64,Public Administration & Education,9000,6200
2020,60-64,Public Administration & Education,8800,5500
2019,60-64,Public Administration & Education,6700,6400
2018,60-64,Public Administration & Education,6800,5100
2017,60-64,Public Administration & Education,6200,4800
2016,60-64,Public Administration & Education,6200,5600
2015,60-64,Public Administration & Education,6100,6200
2014,60-64,Public Administration & Education,5900,5700
2013,60-64,Public Administration & Education,5600,4600
2012,60-64,Public Administration & Education,4800,3900
2011,60-64,Public Administration & Education,4400,3600
2010,60-64,Public Administration & Education,4200,3700
2009,60-64,Public Administration & Education,3300,3000
2008,60-64,Public Administration & Education,3200,2800
2007,60-64,Public Administration & Education,2700,1800
2006,60-64,Public Administration & Education,1900,1500
2005,60-64,Public Administration & Education,1100,1600
2004,60-64,Public Administration & Education,1200,1700
2003,60-64,Public Administration & Education,1300,1600
2002,60-64,Public Administration & Education,900,1700
2001,60-64,Public Administration & Education,1000,1400
2000,60-64,Public Administration & Education,900,1500
2021,65 and older,Public Administration & Education,5500,4200
2020,65 and older,Public Administration & Education,4600,4800
2019,65 and older,Public Administration & Education,5200,5500
2018,65 and older,Public Administration & Education,4800,4200
2017,65 and older,Public Administration & Education,4400,4000
2016,65 and older,Public Administration & Education,4100,3900
2015,65 and older,Public Administration & Education,3600,4300
2014,65 and older,Public Administration & Education,3300,3200
2013,65 and older,Public Administration & Education,2800,2400
2012,65 and older,Public Administration & Education,2600,2800
2011,65 and older,Public Administration & Education,2400,2300
2010,65 and older,Public Administration & Education,1700,2300
2009,65 and older,Public Administration & Education,1700,2000
2008,65 and older,Public Administration & Education,1300,900
2007,65 and older,Public Administration & Education,1000,1200
2006,65 and older,Public Administration & Education,800,1400
2005,65 and older,Public Administration & Education,500,700
2004,65 and older,Public Administration & Education,400,700
2003,65 and older,Public Administration & Education,500,900
2002,65 and older,Public Administration & Education,200,600
2001,65 and older,Public Administration & Education,300,800
2000,65 and older,Public Administration & Education,200,500
2021,15-19,Health & Social Services,2000,400
2020,15-19,Health & Social Services,500,200
2019,15-19,Health & Social Services,1100,100
2018,15-19,Health & Social Services,800,100
2017,15-19,Health & Social Services,900,200
2016,15-19,Health & Social Services,900,200
2015,15-19,Health & Social Services,700,100
2014,15-19,Health & Social Services,800,0
2013,15-19,Health & Social Services,900,100
2012,15-19,Health & Social Services,1000,0
2011,15-19,Health & Social Services,700,200
2010,15-19,Health & Social Services,1300,200
2009,15-19,Health & Social Services,800,0
2008,15-19,Health & Social Services,900,100
2007,15-19,Health & Social Services,700,0
2006,15-19,Health & Social Services,600,100
2005,15-19,Health & Social Services,400,0
2004,15-19,Health & Social Services,500,0
2003,15-19,Health & Social Services,200,200
2002,15-19,Health & Social Services,300,0
2001,15-19,Health & Social Services,800,100
2000,15-19,Health & Social Services,700,0
2021,20-24,Health & Social Services,9300,3200
2020,20-24,Health & Social Services,7700,1200
2019,20-24,Health & Social Services,9300,1500
