year,age,sex,industry,numberOfWorkers,,,,,,,,,,,,,,,
2010,65 and older,male,Accommodation & Food Services,4500,,,,,,,,,,,,,,,
2009,65 and older,male,Accommodation & Food Services,4200,,,,,,,,,,,,,,,
2008,65 and older,male,Accommodation & Food Services,4300,,,,,,,,,,,,,,,
2007,65 and older,male,Accommodation & Food Services,3800,,,,,,,,,,,,,,,
2006,65 and older,male,Accommodation & Food Services,3400,,,,,,,,,,,,,,,
2005,65 and older,male,Accommodation & Food Services,2700,,,,,,,,,,,,,,,
2004,65 and older,male,Accommodation & Food Services,2000,,,,,,,,,,,,,,,
2003,65 and older,male,Accommodation & Food Services,3100,,,,,,,,,,,,,,,
2002,65 and older,male,Accommodation & Food Services,2400,,,,,,,,,,,,,,,
2001,65 and older,male,Accommodation & Food Services,2300,,,,,,,,,,,,,,,
2000,65 and older,male,Accommodation & Food Services,2200,,,,,,,,,,,,,,,
2021,15-19,female,Information & Communications,200,,,,,,,,,,,,,,,
2020,15-19,female,Information & Communications,400,,,,,,,,,,,,,,,
2019,15-19,female,Information & Communications,300,,,,,,,,,,,,,,,
2018,15-19,female,Information & Communications,800,,,,,,,,,,,,,,,
2017,15-19,female,Information & Communications,200,,,,,,,,,,,,,,,
2016,15-19,female,Information & Communications,300,,,,,,,,,,,,,,,
2015,15-19,female,Information & Communications,600,,,,,,,,,,,,,,,
2014,15-19,female,Information & Communications,600,,,,,,,,,,,,,,,
2013,15-19,female,Information & Communications,300,,,,,,,,,,,,,,,
2012,15-19,female,Information & Communications,300,,,,,,,,,,,,,,,
2011,15-19,female,Information & Communications,300,,,,,,,,,,,,,,,
2010,15-19,female,Information & Communications,700,,,,,,,,,,,,,,,
2009,15-19,female,Information & Communications,500,,,,,,,,,,,,,,,
2008,15-19,female,Information & Communications,400,,,,,,,,,,,,,,,
2007,15-19,female,Information & Communications,600,,,,,,,,,,,,,,,
2006,15-19,female,Information & Communications,600,,,,,,,,,,,,,,,
2005,15-19,female,Information & Communications,100,,,,,,,,,,,,,,,
2004,15-19,female,Information & Communications,400,,,,,,,,,,,,,,,
2003,15-19,female,Information & Communications,300,,,,,,,,,,,,,,,
2002,15-19,female,Information & Communications,300,,,,,,,,,,,,,,,
2001,15-19,female,Information & Communications,700,,,,,,,,,,,,,,,
2000,15-19,female,Information & Communications,500,,,,,,,,,,,,,,,
2021,20-24,female,Information & Communications,4800,,,,,,,,,,,,,,,
2020,20-24,female,Information & Communications,3800,,,,,,,,,,,,,,,
2019,20-24,female,Information & Communications,3800,,,,,,,,,,,,,,,
2018,20-24,female,Information & Communications,3300,,,,,,,,,,,,,,,
2017,20-24,female,Information & Communications,2800,,,,,,,,,,,,,,,
2016,20-24,female,Information & Communications,3300,,,,,,,,,,,,,,,
2015,20-24,female,Information & Communications,3700,,,,,,,,,,,,,,,
2014,20-24,female,Information & Communications,3300,,,,,,,,,,,,,,,
2013,20-24,female,Information & Communications,3200,,,,,,,,,,,,,,,
2012,20-24,female,Information & Communications,3300,,,,,,,,,,,,,,,
2011,20-24,female,Information & Communications,3200,,,,,,,,,,,,,,,
2010,20-24,female,Information & Communications,3400,,,,,,,,,,,,,,,
2009,20-24,female,Information & Communications,3100,,,,,,,,,,,,,,,
2008,20-24,female,Information & Communications,4000,,,,,,,,,,,,,,,
2007,20-24,female,Information & Communications,3700,,,,,,,,,,,,,,,
2006,20-24,female,Information & Communications,3800,,,,,,,,,,,,,,,
2005,20-24,female,Information & Communications,3200,,,,,,,,,,,,,,,
2004,20-24,female,Information & Communications,3500,,,,,,,,,,,,,,,
2003,20-24,female,Information & Communications,3500,,,,,,,,,,,,,,,
2002,20-24,female,Information & Communications,3300,,,,,,,,,,,,,,,
2001,20-24,female,Information & Communications,5300,,,,,,,,,,,,,,,
2000,20-24,female,Information & Communications,4200,,,,,,,,,,,,,,,
2021,25-29,female,Information & Communications,9000,,,,,,,,,,,,,,,
2020,25-29,female,Information & Communications,8500,,,,,,,,,,,,,,,
2019,25-29,female,Information & Communications,6900,,,,,,,,,,,,,,,
2018,25-29,female,Information & Communications,5800,,,,,,,,,,,,,,,
2017,25-29,female,Information & Communications,5000,,,,,,,,,,,,,,,
2016,25-29,female,Information & Communications,5900,,,,,,,,,,,,,,,
2015,25-29,female,Information & Communications,4600,,,,,,,,,,,,,,,
2014,25-29,female,Information & Communications,5500,,,,,,,,,,,,,,,
2013,25-29,female,Information & Communications,4400,,,,,,,,,,,,,,,
2012,25-29,female,Information & Communications,5000,,,,,,,,,,,,,,,
2011,25-29,female,Information & Communications,6100,,,,,,,,,,,,,,,
2010,25-29,female,Information & Communications,6900,,,,,,,,,,,,,,,
2009,25-29,female,Information & Communications,7600,,,,,,,,,,,,,,,
2008,25-29,female,Information & Communications,6400,,,,,,,,,,,,,,,
2007,25-29,female,Information & Communications,7500,,,,,,,,,,,,,,,
2006,25-29,female,Information & Communications,6100,,,,,,,,,,,,,,,
2005,25-29,female,Information & Communications,6500,,,,,,,,,,,,,,,
2004,25-29,female,Information & Communications,6000,,,,,,,,,,,,,,,
2003,25-29,female,Information & Communications,7200,,,,,,,,,,,,,,,
2002,25-29,female,Information & Communications,6800,,,,,,,,,,,,,,,
2001,25-29,female,Information & Communications,9000,,,,,,,,,,,,,,,
2000,25-29,female,Information & Communications,6600,,,,,,,,,,,,,,,
2021,30-34,female,Information & Communications,8800,,,,,,,,,,,,,,,
2020,30-34,female,Information & Communications,6600,,,,,,,,,,,,,,,
2019,30-34,female,Information & Communications,6900,,,,,,,,,,,,,,,
2018,30-34,female,Information & Communications,5800,,,,,,,,,,,,,,,
2017,30-34,female,Information & Communications,5400,,,,,,,,,,,,,,,
2016,30-34,female,Information & Communications,5700,,,,,,,,,,,,,,,
2015,30-34,female,Information & Communications,5400,,,,,,,,,,,,,,,
2014,30-34,female,Information & Communications,6500,,,,,,,,,,,,,,,
2013,30-34,female,Information & Communications,7200,,,,,,,,,,,,,,,
2012,30-34,female,Information & Communications,6300,,,,,,,,,,,,,,,
2011,30-34,female,Information & Communications,6900,,,,,,,,,,,,,,,
2010,30-34,female,Information & Communications,7200,,,,,,,,,,,,,,,
2009,30-34,female,Information & Communications,8700,,,,,,,,,,,,,,,
2008,30-34,female,Information & Communications,7000,,,,,,,,,,,,,,,
2007,30-34,female,Information & Communications,7600,,,,,,,,,,,,,,,
2006,30-34,female,Information & Communications,6800,,,,,,,,,,,,,,,
2005,30-34,female,Information & Communications,6500,,,,,,,,,,,,,,,
2004,30-34,female,Information & Communications,6000,,,,,,,,,,,,,,,
2003,30-34,female,Information & Communications,6900,,,,,,,,,,,,,,,
2002,30-34,female,Information & Communications,7400,,,,,,,,,,,,,,,
2001,30-34,female,Information & Communications,6700,,,,,,,,,,,,,,,
2000,30-34,female,Information & Communications,4700,,,,,,,,,,,,,,,
2021,35-39,female,Information & Communications,6900,,,,,,,,,,,,,,,
2020,35-39,female,Information & Communications,7400,,,,,,,,,,,,,,,
2019,35-39,female,Information & Communications,6400,,,,,,,,,,,,,,,
2018,35-39,female,Information & Communications,6500,,,,,,,,,,,,,,,
2017,35-39,female,Information & Communications,6400,,,,,,,,,,,,,,,
2016,35-39,female,Information & Communications,5500,,,,,,,,,,,,,,,
2015,35-39,female,Information & Communications,5600,,,,,,,,,,,,,,,
2014,35-39,female,Information & Communications,5100,,,,,,,,,,,,,,,
2013,35-39,female,Information & Communications,7100,,,,,,,,,,,,,,,
2012,35-39,female,Information & Communications,5600,,,,,,,,,,,,,,,
2011,35-39,female,Information & Communications,6400,,,,,,,,,,,,,,,
2010,35-39,female,Information & Communications,7800,,,,,,,,,,,,,,,
2009,35-39,female,Information & Communications,6200,,,,,,,,,,,,,,,
2008,35-39,female,Information & Communications,6000,,,,,,,,,,,,,,,
2007,35-39,female,Information & Communications,5300,,,,,,,,,,,,,,,
2006,35-39,female,Information & Communications,5400,,,,,,,,,,,,,,,
2005,35-39,female,Information & Communications,3800,,,,,,,,,,,,,,,
2004,35-39,female,Information & Communications,3900,,,,,,,,,,,,,,,
2003,35-39,female,Information & Communications,3600,,,,,,,,,,,,,,,
2002,35-39,female,Information & Communications,3600,,,,,,,,,,,,,,,
2001,35-39,female,Information & Communications,4200,,,,,,,,,,,,,,,
2000,35-39,female,Information & Communications,3300,,,,,,,,,,,,,,,
2021,40-44,female,Information & Communications,6300,,,,,,,,,,,,,,,
2020,40-44,female,Information & Communications,6200,,,,,,,,,,,,,,,
2019,40-44,female,Information & Communications,5600,,,,,,,,,,,,,,,
2018,40-44,female,Information & Communications,5800,,,,,,,,,,,,,,,
2017,40-44,female,Information & Communications,5300,,,,,,,,,,,,,,,
2016,40-44,female,Information & Communications,4800,,,,,,,,,,,,,,,
2015,40-44,female,Information & Communications,5400,,,,,,,,,,,,,,,
2014,40-44,female,Information & Communications,5000,,,,,,,,,,,,,,,
2013,40-44,female,Information & Communications,5600,,,,,,,,,,,,,,,
2012,40-44,female,Information & Communications,4700,,,,,,,,,,,,,,,
2011,40-44,female,Information & Communications,3800,,,,,,,,,,,,,,,
2010,40-44,female,Information & Communications,4400,,,,,,,,,,,,,,,
2009,40-44,female,Information & Communications,4600,,,,,,,,,,,,,,,
2008,40-44,female,Information & Communications,4500,,,,,,,,,,,,,,,
2007,40-44,female,Information & Communications,4200,,,,,,,,,,,,,,,
2006,40-44,female,Information & Communications,3000,,,,,,,,,,,,,,,
2005,40-44,female,Information & Communications,3000,,,,,,,,,,,,,,,
2004,40-44,female,Information & Communications,3200,,,,,,,,,,,,,,,
2003,40-44,female,Information & Communications,3300,,,,,,,,,,,,,,,
2002,40-44,female,Information & Communications,3000,,,,,,,,,,,,,,,
2001,40-44,female,Information & Communications,3200,,,,,,,,,,,,,,,
2000,40-44,female,Information & Communications,2800,,,,,,,,,,,,,,,
2021,45-49,female,Information & Communications,5600,,,,,,,,,,,,,,,
2020,45-49,female,Information & Communications,5500,,,,,,,,,,,,,,,
2019,45-49,female,Information & Communications,5000,,,,,,,,,,,,,,,
2018,45-49,female,Information & Communications,4500,,,,,,,,,,,,,,,
2017,45-49,female,Information & Communications,3700,,,,,,,,,,,,,,,
2016,45-49,female,Information & Communications,3400,,,,,,,,,,,,,,,
2015,45-49,female,Information & Communications,4200,,,,,,,,,,,,,,,
2014,45-49,female,Information & Communications,2600,,,,,,,,,,,,,,,
2013,45-49,female,Information & Communications,2700,,,,,,,,,,,,,,,
2012,45-49,female,Information & Communications,2500,,,,,,,,,,,,,,,
2011,45-49,female,Information & Communications,2900,,,,,,,,,,,,,,,
2010,45-49,female,Information & Communications,3600,,,,,,,,,,,,,,,
2009,45-49,female,Information & Communications,3100,,,,,,,,,,,,,,,
2008,45-49,female,Information & Communications,3000,,,,,,,,,,,,,,,
2007,45-49,female,Information & Communications,3900,,,,,,,,,,,,,,,
2006,45-49,female,Information & Communications,2500,,,,,,,,,,,,,,,
2005,45-49,female,Information & Communications,2400,,,,,,,,,,,,,,,
2004,45-49,female,Information & Communications,2700,,,,,,,,,,,,,,,
2003,45-49,female,Information & Communications,2100,,,,,,,,,,,,,,,
2002,45-49,female,Information & Communications,1600,,,,,,,,,,,,,,,
2001,45-49,female,Information & Communications,1900,,,,,,,,,,,,,,,
2000,45-49,female,Information & Communications,1400,,,,,,,,,,,,,,,
2021,50-54,female,Information & Communications,4000,,,,,,,,,,,,,,,
2020,50-54,female,Information & Communications,2400,,,,,,,,,,,,,,,
2019,50-54,female,Information & Communications,3500,,,,,,,,,,,,,,,
2018,50-54,female,Information & Communications,2800,,,,,,,,,,,,,,,
2017,50-54,female,Information & Communications,2600,,,,,,,,,,,,,,,
2016,50-54,female,Information & Communications,2900,,,,,,,,,,,,,,,
2015,50-54,female,Information & Communications,2600,,,,,,,,,,,,,,,
2014,50-54,female,Information & Communications,3200,,,,,,,,,,,,,,,
2013,50-54,female,Information & Communications,3200,,,,,,,,,,,,,,,
2012,50-54,female,Information & Communications,2300,,,,,,,,,,,,,,,
2011,50-54,female,Information & Communications,2200,,,,,,,,,,,,,,,
2010,50-54,female,Information & Communications,2400,,,,,,,,,,,,,,,
2009,50-54,female,Information & Communications,2600,,,,,,,,,,,,,,,
2008,50-54,female,Information & Communications,2300,,,,,,,,,,,,,,,
2007,50-54,female,Information & Communications,1600,,,,,,,,,,,,,,,
2006,50-54,female,Information & Communications,1100,,,,,,,,,,,,,,,
2005,50-54,female,Information & Communications,900,,,,,,,,,,,,,,,
2004,50-54,female,Information & Communications,1300,,,,,,,,,,,,,,,
2003,50-54,female,Information & Communications,800,,,,,,,,,,,,,,,
2002,50-54,female,Information & Communications,700,,,,,,,,,,,,,,,
2001,50-54,female,Information & Communications,900,,,,,,,,,,,,,,,
2000,50-54,female,Information & Communications,500,,,,,,,,,,,,,,,
2021,55-59,female,Information & Communications,2100,,,,,,,,,,,,,,,
2020,55-59,female,Information & Communications,1900,,,,,,,,,,,,,,,
2019,55-59,female,Information & Communications,2600,,,,,,,,,,,,,,,
2018,55-59,female,Information & Communications,1800,,,,,,,,,,,,,,,
2017,55-59,female,Information & Communications,1800,,,,,,,,,,,,,,,
2016,55-59,female,Information & Communications,1400,,,,,,,,,,,,,,,
2015,55-59,female,Information & Communications,1200,,,,,,,,,,,,,,,
2014,55-59,female,Information & Communications,1900,,,,,,,,,,,,,,,
2013,55-59,female,Information & Communications,2200,,,,,,,,,,,,,,,
2012,55-59,female,Information & Communications,1300,,,,,,,,,,,,,,,
2011,55-59,female,Information & Communications,1600,,,,,,,,,,,,,,,
2010,55-59,female,Information & Communications,1100,,,,,,,,,,,,,,,
2009,55-59,female,Information & Communications,1200,,,,,,,,,,,,,,,
2008,55-59,female,Information & Communications,900,,,,,,,,,,,,,,,
2007,55-59,female,Information & Communications,900,,,,,,,,,,,,,,,
2006,55-59,female,Information & Communications,500,,,,,,,,,,,,,,,
2005,55-59,female,Information & Communications,300,,,,,,,,,,,,,,,
2004,55-59,female,Information & Communications,600,,,,,,,,,,,,,,,
2003,55-59,female,Information & Communications,400,,,,,,,,,,,,,,,
2002,55-59,female,Information & Communications,200,,,,,,,,,,,,,,,
2001,55-59,female,Information & Communications,400,,,,,,,,,,,,,,,
2000,55-59,female,Information & Communications,300,,,,,,,,,,,,,,,
2021,60-64,female,Information & Communications,1500,,,,,,,,,,,,,,,
2020,60-64,female,Information & Communications,1400,,,,,,,,,,,,,,,
2019,60-64,female,Information & Communications,900,,,,,,,,,,,,,,,
2018,60-64,female,Information & Communications,1300,,,,,,,,,,,,,,,
2017,60-64,female,Information & Communications,1100,,,,,,,,,,,,,,,
2016,60-64,female,Information & Communications,800,,,,,,,,,,,,,,,
2015,60-64,female,Information & Communications,700,,,,,,,,,,,,,,,
2014,60-64,female,Information & Communications,500,,,,,,,,,,,,,,,
2013,60-64,female,Information & Communications,400,,,,,,,,,,,,,,,
2012,60-64,female,Information & Communications,400,,,,,,,,,,,,,,,
2011,60-64,female,Information & Communications,300,,,,,,,,,,,,,,,
2010,60-64,female,Information & Communications,300,,,,,,,,,,,,,,,
2009,60-64,female,Information & Communications,400,,,,,,,,,,,,,,,
2008,60-64,female,Information & Communications,200,,,,,,,,,,,,,,,
2007,60-64,female,Information & Communications,100,,,,,,,,,,,,,,,
2006,60-64,female,Information & Communications,100,,,,,,,,,,,,,,,
2005,60-64,female,Information & Communications,100,,,,,,,,,,,,,,,
2004,60-64,female,Information & Communications,0,,,,,,,,,,,,,,,
2003,60-64,female,Information & Communications,100,,,,,,,,,,,,,,,
2002,60-64,female,Information & Communications,100,,,,,,,,,,,,,,,
2001,60-64,female,Information & Communications,300,,,,,,,,,,,,,,,
2000,60-64,female,Information & Communications,100,,,,,,,,,,,,,,,
2021,65 and older,female,Information & Communications,700,,,,,,,,,,,,,,,
2020,65 and older,female,Information & Communications,1000,,,,,,,,,,,,,,,
2019,65 and older,female,Information & Communications,700,,,,,,,,,,,,,,,
2018,65 and older,female,Information & Communications,500,,,,,,,,,,,,,,,
2017,65 and older,female,Information & Communications,400,,,,,,,,,,,,,,,
2016,65 and older,female,Information & Communications,600,,,,,,,,,,,,,,,
2015,65 and older,female,Information & Communications,400,,,,,,,,,,,,,,,
2014,65 and older,female,Information & Communications,600,,,,,,,,,,,,,,,
2013,65 and older,female,Information & Communications,300,,,,,,,,,,,,,,,
2012,65 and older,female,Information & Communications,300,,,,,,,,,,,,,,,
2011,65 and older,female,Information & Communications,300,,,,,,,,,,,,,,,
2010,65 and older,female,Information & Communications,100,,,,,,,,,,,,,,,
2009,65 and older,female,Information & Communications,200,,,,,,,,,,,,,,,
2008,65 and older,female,Information & Communications,100,,,,,,,,,,,,,,,
2007,65 and older,female,Information & Communications,100,,,,,,,,,,,,,,,
2006,65 and older,female,Information & Communications,100,,,,,,,,,,,,,,,
2005,65 and older,female,Information & Communications,0,,,,,,,,,,,,,,,
2004,65 and older,female,Information & Communications,100,,,,,,,,,,,,,,,
2003,65 and older,female,Information & Communications,0,,,,,,,,,,,,,,,
2002,65 and older,female,Information & Communications,0,,,,,,,,,,,,,,,
2001,65 and older,female,Information & Communications,100,,,,,,,,,,,,,,,
2000,65 and older,female,Information & Communications,0,,,,,,,,,,,,,,,
2021,15-19,male,Information & Communications,400,,,,,,,,,,,,,,,
2020,15-19,male,Information & Communications,300,,,,,,,,,,,,,,,
2019,15-19,male,Information & Communications,300,,,,,,,,,,,,,,,
2018,15-19,male,Information & Communications,400,,,,,,,,,,,,,,,
2017,15-19,male,Information & Communications,500,,,,,,,,,,,,,,,
2016,15-19,male,Information & Communications,300,,,,,,,,,,,,,,,
2015,15-19,male,Information & Communications,400,,,,,,,,,,,,,,,
2014,15-19,male,Information & Communications,200,,,,,,,,,,,,,,,
2013,15-19,male,Information & Communications,500,,,,,,,,,,,,,,,
2012,15-19,male,Information & Communications,200,,,,,,,,,,,,,,,
2011,15-19,male,Information & Communications,200,,,,,,,,,,,,,,,
2010,15-19,male,Information & Communications,400,,,,,,,,,,,,,,,
2009,15-19,male,Information & Communications,200,,,,,,,,,,,,,,,
2008,15-19,male,Information & Communications,200,,,,,,,,,,,,,,,
2007,15-19,male,Information & Communications,200,,,,,,,,,,,,,,,
2006,15-19,male,Information & Communications,200,,,,,,,,,,,,,,,
2005,15-19,male,Information & Communications,100,,,,,,,,,,,,,,,
2004,15-19,male,Information & Communications,200,,,,,,,,,,,,,,,
2003,15-19,male,Information & Communications,200,,,,,,,,,,,,,,,
2002,15-19,male,Information & Communications,200,,,,,,,,,,,,,,,
2001,15-19,male,Information & Communications,300,,,,,,,,,,,,,,,
2000,15-19,male,Information & Communications,100,,,,,,,,,,,,,,,
2021,20-24,male,Information & Communications,2300,,,,,,,,,,,,,,,
2020,20-24,male,Information & Communications,2400,,,,,,,,,,,,,,,
2019,20-24,male,Information & Communications,2400,,,,,,,,,,,,,,,
2018,20-24,male,Information & Communications,1800,,,,,,,,,,,,,,,
2017,20-24,male,Information & Communications,1300,,,,,,,,,,,,,,,
2016,20-24,male,Information & Communications,2800,,,,,,,,,,,,,,,
2015,20-24,male,Information & Communications,2100,,,,,,,,,,,,,,,
2014,20-24,male,Information & Communications,2100,,,,,,,,,,,,,,,
2013,20-24,male,Information & Communications,1600,,,,,,,,,,,,,,,
2012,20-24,male,Information & Communications,2900,,,,,,,,,,,,,,,
2011,20-24,male,Information & Communications,1800,,,,,,,,,,,,,,,
2010,20-24,male,Information & Communications,3300,,,,,,,,,,,,,,,
2009,20-24,male,Information & Communications,2000,,,,,,,,,,,,,,,
2008,20-24,male,Information & Communications,2800,,,,,,,,,,,,,,,
2007,20-24,male,Information & Communications,2300,,,,,,,,,,,,,,,
2006,20-24,male,Information & Communications,2500,,,,,,,,,,,,,,,
2005,20-24,male,Information & Communications,1700,,,,,,,,,,,,,,,
2004,20-24,male,Information & Communications,2000,,,,,,,,,,,,,,,
